job_skill,frequency
wykształcenie wyższe (preferowane: psychologia,1
bankowość i finanse,1
wysoki poziom dojrzałości biznesowej,1
doświadczenie w prowadzeniu procesów HR – np. rozwój kompetencji,1
ocena roczna,1
doświadczenie w bezpośredniej współpracy z kadrą menedżerską,1
podejmowanie inicjatyw,1
wykazywanie się proaktywności,1
umiejętność analitycznego myślenia i diagnozowania potrzeb biznesu.,1
Minimum 5-letnie doświadczenie w zarządzaniu projektami,1
w szczególności w dziedzinie informatyki,1
Znajomość metodyk projektowych,1
w szczególności PMI,1
posiadanie certyfikatu będzie dodatkowym atutem,1
Znajomość zagadnień z obszaru elektroenergetyki,1
preferowany kierunek informatyczny lub elektryczny,1
Biegła znajomość języka polskiego i  języka angielskiego umożliwiająca swobodne porozumiewanie się oraz czytanie i przygotowywanie dokumentacji,1
wspierania innych,1
Doskonałe umiejętności komunikacyjne: aktywne słuchanie,1
Wyjątkowe umiejętności organizacyjne,1
zdolność do ustalania priorytetów i działania zgodnie z planowanymi harmonogramami oraz dobrze rozwinięte umiejętności analityczne i rozwiązywania problemów,1
umiejętność znajdowania nieszablonowych rozwiązań,1
Fixed Income and Asset Backed securities,1
chęć uczenia się,1
zdobywania nowych umiejętności i rozwoju swojego potencjału,1
Masz minimum 3 lata doświadczenia na stanowisku audytora w bankowości,1
Znasz obszar zarządzania bankiem lub ryzykiem w banku – kredytowym,1
rynkowym,1
operacyjnym lub kapitałowym – i potrafisz ocenić jego adekwatność i efektywność,1
Rozumiesz i stosujesz w praktyce standardy IIA oraz rekomendację H KNF,1
Masz doświadczenie w tworzeniu raportów zarządczych,1
w tym dla Komitetu Audytu,1
Rady Nadzorczej i Zarządu Banku,1
analityczną i wytrwałą – umiesz dociekać sedna sprawy i nie boisz się zadawać trudnych pytań,1
Doświadczenie we współpracy z KNF,1
Potrafisz odnaleźć się w kontaktach z kadrą zarządzającą oraz współpracować z innymi zespołami – Twoje podejście jest profesjonalne,1
ale też partnerskie,1
Swobodnie posługujesz się Excelem,1
Wordem i Accessem,1
Masz komunikatywny angielski,1
Posiadanie certyfikatu CIA,1
CFA lub gotowość do rozpoczęcia certyfikacji,1
Umiejętność pracy z Accessem,1
preferowany kierunek budownictwo,1
umiejętność czytania budowlanej dokumentacji technicznej,1
biegła obsługa komputera (pakiet MS Office i programy CAD),1
doświadczenie w pracy przy produkcji zbrojeń budowlanych,1
doświadczenie w sprzedaży usług pracy tymczasowej i obsłudze Klienta,1
sprzedażowe,1
umiejętność nawiązywania i utrzymywania kontaktów z klientem biznesowym,1
determinacja i samodyscyplina,1
min. 5 lat doświadczenia w pracy w obszarze HR w organizacji o rozproszonej strukturze,1
doświadczenie w projektowaniu oraz wdrażaniu rozwiązań w obszarze HR oraz prowadzeniu projektów,1
doświadczenie we współpracy z biznesem,1
odpowiedzialność oraz determinacja w działaniu,1
doświadczenie w prowadzeniu warsztatów oraz facylitacji.,1
min. 2 lata doświadczenia w banku na podobnym stanowisku,1
dobra znajomość zasad analizy ekonomicznej i finansowej średnich i dużych przedsiębiorstw,1
Knowledge of multiple Corporate actions types and Custody Asset Servicing in particular (EMEA markets - is desired),1
Knowledge of SWIFT and SMPG standards is decided,1
oceny prawnych zabezpieczeń produktów kredytowych,1
znajomość zasad monitorowania i dokonywania okresowych przeglądów klientów,1
umiejętność analitycznego myślenia oraz pracy w zespole,1
znajomość jęz. angielskiego.,1
Bardzo dobra znajomość systemu PrestaShop.,1
Doświadczenie w pracy z bazami danych i tworzeniu zapytań SQL.,1
Umiejętność tworzenia intuicyjnych interfejsów użytkownika.,1
Symphony,1
Podstawowe umiejętności analizy danych,1
Zaawansowana znajomość pakietu MS Office (w szczególności Excel),1
Zdolność sprawnego określania priorytetów,1
Terminowość wykonywania otrzymanych zadań,1
Doświadczenie w pracy związanej z rozliczeniami (minimum 2 lata),1
Wykształcenie kierunkowe (rachunkowość,1
Znajomość z zakresu księgowości lub windykacji,1
Znajomość programów rozliczeniowych / CRM / księgowych,1
Znajomość dodatkowego języka obcego.,1
Minimum 3-letnie doświadczenie na podobnym stanowisku w obszarze marketingu,1
preferowane w branży rent-a-car,1
Znajomość narzędzi i kanałów marketingu cyfrowego oraz tradycyjnego,1
Doświadczenie w tworzeniu i realizacji rocznych planów marketingowych,1
Proficient in MS Office (Excel,1
Dobra znajomość języka angielskiego (w mowie i piśmie) – warunek konieczny,1
doświadczenie na stanowisku Inżyniera Jakości lub pokrewnym (mile widziane doświadczenie w środowisku produkcyjnym/ technicznym),1
znajomość podstawowych narzędzi jakościowych,1
skrupulatność i odpowiedzialność za powierzone zadania.,1
znajomość standardów ISO 9001.,1
Minimum 5 lat doświadczenia zawodowego na podobnym stanowisku,1
Doświadczenie w prowadzeniu projektów rozwojowych tj.: systemy bonusowe,1
zarządzanie przez wartości,1
ocena pracownicza,1
Znajomość prawa pracy oraz innych przepisów dotyczących zatrudnienia i wynagrodzeń,1
Biegłość w obsłudze systemów HR,1
atutem będzie znajomość programu Comarch,1
Zdolność do negocjacji i rozwiązywania konfliktów,1
Znajomość języka angielskiego na poziomie swobodnej komunikacji (B2/C1),1
3-letnie doświadczenie na analogicznym stanowisku w firmie produkcyjnej w dziale HR/rekrutacji,1
Doświadczenie we współpracy z agencjami rekrutacyjnymi – warunek konieczny,1
Doświadczenie w samodzielnym prowadzeniu procesów rekrutacji oraz pozyskiwaniu kandydatów,1
Umiejętność zarządzania zespołem oraz budowania relacji,1
Praktyczna znajomość prawa pracy,1
Dobra znajomość pakietu MS Office / systemów ATS,1
Wcześniejsze doświadczenie w firmie właścicielskiej / w firmach z polskim kapitałem,1
Status studenta jeszcze przez min. 9 miesięcy – preferowane kierunki związane z Lean Manufacturing,1
Zarządzaniem lub Zarządzaniem i Inżynierią Produkcji,1
w szczególności programów Excel i PowerPoint,1
Mile widziana znajomość narzędzi Power BI i Power Apps oraz chęć do dalszego rozwoju w tym obszarze,1
wykształcenie min. średnie chemiczne lub analityczne,1
znajomość obsługi urządzeń kontrolno-pomiarowych,1
minimum 1 rok doświadczenia w pracy na podobnym stanowisku,1
dobra znajomość edytora tekstu i arkusza kalkulacyjnego,1
zdolność do podejmowania i uzasadniania decyzji.,1
komunikatywna znajomość języka angielskiego (B1),1
znajomość zagadnień związanych z systemami zarządzania jakością.,1
Min. 3 letnie doświadczenie w zarządzaniu i prowadzeniu profili marek w social mediach.,1
Udokumentowane sukcesy w budowaniu zaangażowania,1
zwiększaniu zasięgów i skutecznym prowadzeniu kampanii.,1
wyczucie estetyki i lekkie pióro – tworzysz treści,1
które pasują do marki i przyciągają uwagę.,1
Dobra organizacja i samodzielność – umiesz zarządzać wieloma projektami jednocześnie i ustalać priorytet.,1
Meta Ads Manager itp.) oraz umiejętność mierzenia efektywności działań.,1
Znajomość trendów digital i social media oraz chęć ciągłego rozwoju w tym obszarze.,1
Dbałość o poprawność językową i stylistyczną – Twoje treści są angażujące i dopracowane.,1
Doświadczenie w zapewnianiu jakości oprogramowania w branży projektowania/rozwoju produktów elektronicznych,1
Doświadczenie w zarządzaniu konfiguracją oprogramowania,1
Znajomość metodyk zapewniania jakości oprogramowania,1
aspektów oceny krytyczności,1
Znajomość technik i narzędzi używanych w inżynierii i zapewnianiu jakości oprogramowania,1
Doświadczenie w pracy z normami ISO 9001,1
AQAP 2210,1
ECSS Q-80,1
doświadczenie w prowadzeniu programów lojalnościowych,1
Outlook - is required),1
You are a developer who likes challenges,1
obsługa wysyłek wieloma kanałami komunikacji),1
umiejętności analityczne umożliwiające ocenę efektywności kampanii oraz komunikacji w programie lojalnościowym,1
umiejętności analizy danych umożliwiające pracę na segmentacji bazy danych uczestników programu lojalnościowego,1
Some hands-on experience with Java (university projects,1
or personal code),1
znajomość zasad marketingu internetowego,1
Interest in writing clean,1
Dobra organizacja pracy i duża dbałość o szczegóły,1
Umiejętność oceny i ustalenia priorytetów wymagań klientów,1
Możliwość pracy w systemie dwuzmianowym od poniedziałku do niedzieli (od 8:00-16:00,1
16:00-24:00).,1
Co najmniej 2-letnie doświadczenie na stanowisku związanym z administrowaniem TETA HR/ME,1
zapytań SQL,1
Umiejętność szybkiego rozwiązywania problemów,1
Wiedzę z zakresu prawa pracy,1
umów cywilnoprawnych,1
ubezpieczeń i podatków,1
testable code and learning TDD,1
Comfortable with agile ways of working and learning from others,1
Minimum 5 years of experience in programming.,1
Practical knowledge and experience with Nordic Semiconductor microcontrollers.,1
Knowledge of nRF Connect SDK based on Zephyr.,1
Experience with Matter on Nordic Semiconductor microcontrollers.,1
Basic knowledge of electronics,1
ability to read electronic/electrical schematics.,1
Analytical skills and creativity in problem solving.,1
Experience in writing unit tests.,1
Experience with network protocols and WiFi implementation in embedded systems.,1
Knowledge of security and cryptography.,1
Nordic Semiconductor microcontrollers,1
matter,1
Co najmniej 2-letnie doświadczenie na stanowisku związanym z informatyką lub elektroniką,1
Uprawnienia do pracy na wysokości do 3 m,1
SEP do 1 kV,1
Znajomość obsługi komputera oraz urządzeń elektronicznych,1
Sprawność w posługiwaniu się urządzeniami pomiarowymi oraz narzędziami,1
masz wykształcenie wyższe (preferowane kierunki: ekonomia,1
posiadasz minimum 3 lata doświadczenia w analizie finansowej (znajomość sektora instytucji finansowych będzie dużym atutem),1
bardzo dobrze znasz język angielski – pracujemy w międzynarodowym środowisku,1
Exposure to cloud systems (AWS) and microservices,1
potrafisz syntetyzować informacje,1
jesteś komunikatywny/-a i dobrze odnajdujesz się w pracy zespołowej,1
jesteś otwarty/-a na nowe wyzwania i chcesz się rozwijać,1
Umiejętność czytania dokumentacji technicznej/schematów elektrycznych,1
Praktyczna umiejętność wykonywania pomiarów narzędziami kontrolno- pomiarowymi,1
Doświadczenie w pracy na zbliżonym stanowisku,1
Min. roczne doświadczenie w administrowaniu EZD PUW,1
Znajomość Windows Server,1
Wiedza z zakresu certyfikatów systemowych  i podpisów elektronicznych,1
Znajomość instrukcji kancelaryjnej oraz przepisów dotyczących archiwizacji dokumentów,1
Praktyczna wiedza z zakresu obiegu dokumentów  w organizacji,1
zaangażowanie  i nastawienie na rozwój,1
co najmniej kilkuletnie doświadczenie zgromadzone w pracy dla marki z branży sportowej lub odzieżowej,1
najlepiej z firmy prowadzącej m.in. sprzedaż we własnej sieci detalicznej,1
Familiarity with testing practices (BDD,1
doświadczenie w prowadzeniu akcji marketingowych (internet,1
contract),1
drukowane,1
radio,1
akcje promocyjne,1
kooperacje,1
umiejętność zarządzania budżetem reklamowym,1
umiejętność przygotowania kalendarza działań marketingowych z uwzględnieniem sezonowej zmiany kolekcji,1
umiejętność pracy w programach graficznych – mile widziana,1
znajomość języka angielskiego (polski native) .,1
preferowane kierunku studiów: informatyka,1
Basic understanding of containers or event-streaming platforms (e.g.,1
znajomość Pakietu Office na poziomie zaawansowanym,1
praca zespołowa,1
Experience with cloud-based applications and microservices (AWS),1
znajomość JIRA,1
min. 3 letnie doświadczenie na stanowisku kierownika zakładu produkcyjnego,1
praktyczna znajomość zagadnień związanych z organizacją produkcji,1
umiejętność koncentracji na osiąganiu wyznaczonych celów,1
proaktywne podejście do rozwiązywania problemów i inicjatywa wdrażania zmian wspierających efektywność,1
praktyczne umiejętności zarządzania zespołami pracowniczymi,1
znajomość najważniejszych zagadnień z obszaru prawa pracy i czasu pracy,1
odwaga w podejmowaniu decyzji,1
wysoka samodzielność oraz konsekwencja w działaniu,1
umiejętność analizy zapisów umownych i dostosowywanie umów z zakresu bezpieczeństwa informacji do potrzeb organizacji,1
umiejętność prowadzenia szkoleń wewnętrznych,1
znajomość standardów rynkowych z zakresu bezpieczeństwa informacji oraz zarządzania ryzykiem,1
praktyczna znajomość zagadnień RODO,1
NIS,1
Rekomendacje KNF,1
co najmniej roczne doświadczenie w pracy na podobnym stanowisku,1
Knowledge of distributed event streaming solutions (Kafka or similar),1
Understanding how the code can be shipped (Containers,1
Gotowość do pracy w zakładzie głównym w Ujeźdźcu Małym (pow. trzebnicki).,1
Znajomość funkcjonowania i sposobów działania podmiotów świadczących usługi ochrony osób i mienia,1
Znajomość działania i obsługi elektronicznych systemów zabezpieczających,1
